alive_cell_count,decay_cell_count,dead_cell_count,cumulative_rule_count,count_alive_0,count_alive_1,grid_difference
125015.0,0.0,124985.0,1.0,62803.0,62212.0,43249.0
143675.0,0.0,106325.0,41.0,98314.0,45361.0,27412.0
159686.0,0.0,90314.0,41.0,122255.0,37431.0,21596.0
173450.0,0.0,76550.0,41.0,140885.0,32565.0,18878.0
184940.0,0.0,65060.0,43.0,155979.0,28961.0,16952.0
194902.0,0.0,55098.0,43.0,168725.0,26177.0,15229.0
203211.0,0.0,46789.0,43.0,179109.0,24102.0,13849.0
210207.0,0.0,39793.0,43.0,188024.0,22183.0,12533.0
216086.0,0.0,33914.0,43.0,195384.0,20702.0,11692.0
221231.0,0.0,28769.0,43.0,201695.0,19536.0,10655.0
100470.0,125015.0,24515.0,43.0,206742.0,18743.0,3699.0
85465.0,143675.0,20860.0,44.0,210462.0,18678.0,1919.0
72500.0,159686.0,17814.0,44.0,213203.0,18983.0,1131.0
61183.0,173450.0,15367.0,45.0,215573.0,19060.0,659.0
51657.0,184940.0,13403.0,46.0,217460.0,19137.0,419.0
43323.0,194902.0,11775.0,46.0,219051.0,19174.0,285.0
36284.0,203211.0,10505.0,47.0,220264.0,19231.0,209.0
30299.0,210207.0,9494.0,48.0,221238.0,19268.0,165.0
25205.0,216086.0,8709.0,50.0,222000.0,19291.0,116.0
20629.0,221231.0,8140.0,50.0,222541.0,19319.0,81.0
16795.0,225485.0,7720.0,53.0,222964.0,19316.0,65.0
13434.0,229140.0,7426.0,53.0,223243.0,19331.0,37.0
10617.0,232186.0,7197.0,53.0,223477.0,19326.0,33.0
8321.0,234633.0,7046.0,53.0,223625.0,19329.0,26.0
6449.0,236597.0,6954.0,53.0,223717.0,19329.0,19.0
4897.0,238225.0,6878.0,53.0,223788.0,19334.0,19.0
3680.0,239495.0,6825.0,53.0,223840.0,19335.0,12.0
2716.0,240506.0,6778.0,53.0,223887.0,19335.0,11.0
1956.0,241291.0,6753.0,53.0,223909.0,19338.0,12.0
1400.0,241860.0,6740.0,53.0,223920.0,19340.0,4.0
989.0,242280.0,6731.0,53.0,223929.0,19340.0,3.0
702.0,242574.0,6724.0,53.0,223937.0,19339.0,2.0
481.0,242803.0,6716.0,53.0,223945.0,19339.0,3.0
333.0,242954.0,6713.0,53.0,223947.0,19340.0,3.0
243.0,243046.0,6711.0,53.0,223948.0,19341.0,2.0
169.0,243122.0,6709.0,53.0,223952.0,19339.0,2.0
117.0,243175.0,6708.0,53.0,223951.0,19341.0,2.0
72.0,243222.0,6706.0,53.0,223955.0,19339.0,1.0
47.0,243247.0,6706.0,53.0,223954.0,19340.0,1.0
36.0,243260.0,6704.0,53.0,223957.0,19339.0,1.0
27.0,243269.0,6704.0,53.0,223956.0,19340.0,0.0
20.0,243276.0,6704.0,53.0,223956.0,19340.0,0.0
12.0,243284.0,6704.0,53.0,223956.0,19340.0,0.0
9.0,243287.0,6704.0,53.0,223956.0,19340.0,0.0
7.0,243289.0,6704.0,53.0,223956.0,19340.0,0.0
5.0,243291.0,6704.0,53.0,223956.0,19340.0,0.0
4.0,243292.0,6704.0,53.0,223956.0,19340.0,0.0
2.0,243294.0,6704.0,53.0,223956.0,19340.0,0.0
2.0,243294.0,6704.0,53.0,223956.0,19340.0,0.0
0.0,243296.0,6704.0,53.0,223956.0,19340.0,13071.0
0.0,118281.0,131719.0,53.0,112012.0,6269.0,1283.0
0.0,99621.0,150379.0,53.0,94635.0,4986.0,1026.0
0.0,83610.0,166390.0,53.0,79650.0,3960.0,815.0
0.0,69846.0,180154.0,53.0,66701.0,3145.0,685.0
0.0,58356.0,191644.0,53.0,55896.0,2460.0,557.0
0.0,48394.0,201606.0,53.0,46491.0,1903.0,420.0
0.0,40085.0,209915.0,53.0,38602.0,1483.0,333.0
0.0,33089.0,216911.0,53.0,31939.0,1150.0,275.0
0.0,27210.0,222790.0,53.0,26335.0,875.0,213.0
0.0,22065.0,227935.0,53.0,21403.0,662.0,149.0
0.0,17811.0,232189.0,53.0,17298.0,513.0,126.0
0.0,14156.0,235844.0,53.0,13769.0,387.0,83.0
0.0,11110.0,238890.0,53.0,10806.0,304.0,69.0
0.0,8663.0,241337.0,53.0,8428.0,235.0,54.0
0.0,6699.0,243301.0,53.0,6518.0,181.0,45.0
0.0,5071.0,244929.0,53.0,4935.0,136.0,32.0
0.0,3801.0,246199.0,53.0,3697.0,104.0,33.0
0.0,2790.0,247210.0,53.0,2719.0,71.0,21.0
0.0,2005.0,247995.0,53.0,1955.0,50.0,12.0
0.0,1436.0,248564.0,53.0,1398.0,38.0,14.0
0.0,1016.0,248984.0,53.0,992.0,24.0,3.0
0.0,722.0,249278.0,53.0,701.0,21.0,4.0
0.0,493.0,249507.0,53.0,476.0,17.0,3.0
0.0,342.0,249658.0,53.0,328.0,14.0,2.0
0.0,250.0,249750.0,53.0,238.0,12.0,3.0
0.0,174.0,249826.0,53.0,165.0,9.0,1.0
0.0,121.0,249879.0,53.0,113.0,8.0,1.0
