alive_cell_count,decay_cell_count,dead_cell_count,cumulative_rule_count,count_alive_0,count_alive_1,grid_difference
5064.0,0.0,4936.0,1.0,2544.0,2520.0,1802.0
5774.0,0.0,4226.0,11.0,4012.0,1762.0,1123.0
6389.0,0.0,3611.0,13.0,4976.0,1413.0,821.0
6933.0,0.0,3067.0,16.0,5683.0,1250.0,677.0
7373.0,0.0,2627.0,19.0,6238.0,1135.0,643.0
7738.0,0.0,2262.0,20.0,6720.0,1018.0,588.0
8093.0,0.0,1907.0,21.0,7165.0,928.0,539.0
8371.0,0.0,1629.0,26.0,7486.0,885.0,488.0
8622.0,0.0,1378.0,26.0,7785.0,837.0,464.0
8814.0,0.0,1186.0,26.0,8017.0,797.0,485.0
4658.0,4324.0,1018.0,29.0,8222.0,760.0,205.0
4251.0,4909.0,840.0,30.0,8397.0,763.0,122.0
3848.0,5437.0,715.0,31.0,8494.0,791.0,85.0
3529.0,5872.0,599.0,31.0,8615.0,786.0,53.0
3254.0,6234.0,512.0,31.0,8689.0,799.0,526.0
2397.0,2835.0,4768.0,31.0,4905.0,327.0,128.0
2636.0,2642.0,4722.0,34.0,5051.0,227.0,59.0
2940.0,2415.0,4645.0,35.0,5169.0,186.0,44.0
3247.0,2283.0,4470.0,37.0,5376.0,154.0,48.0
3595.0,2142.0,4263.0,39.0,5623.0,114.0,81.0
3892.0,1502.0,4606.0,39.0,5351.0,43.0,26.0
4354.0,1340.0,4306.0,41.0,5667.0,27.0,16.0
4803.0,1196.0,4001.0,42.0,5982.0,17.0,15.0
5252.0,1041.0,3707.0,44.0,6283.0,10.0,20.0
5725.0,931.0,3344.0,45.0,6640.0,16.0,17.0
6128.0,752.0,3120.0,46.0,6865.0,15.0,14.0
6084.0,1075.0,2841.0,46.0,7142.0,17.0,17.0
5968.0,1454.0,2578.0,46.0,7402.0,20.0,15.0
5819.0,1819.0,2362.0,46.0,7621.0,17.0,15.0
5707.0,2196.0,2097.0,46.0,7879.0,24.0,14.0
5528.0,2575.0,1897.0,48.0,8079.0,24.0,14.0
5172.0,2669.0,2159.0,48.0,7817.0,24.0,14.0
4884.0,2732.0,2384.0,48.0,7588.0,28.0,12.0
4632.0,2801.0,2567.0,48.0,7411.0,22.0,11.0
4442.0,2869.0,2689.0,48.0,7284.0,27.0,14.0
4327.0,2891.0,2782.0,50.0,7189.0,29.0,19.0
4189.0,2801.0,3010.0,50.0,6966.0,24.0,17.0
4172.0,2651.0,3177.0,50.0,6796.0,27.0,13.0
4241.0,2491.0,3268.0,50.0,6710.0,22.0,13.0
4305.0,2349.0,3346.0,51.0,6631.0,23.0,17.0
4437.0,2197.0,3366.0,52.0,6614.0,20.0,21.0
4608.0,1964.0,3428.0,52.0,6547.0,25.0,26.0
4792.0,1842.0,3366.0,53.0,6605.0,29.0,19.0
4989.0,1749.0,3262.0,53.0,6716.0,22.0,20.0
5122.0,1708.0,3170.0,54.0,6808.0,22.0,26.0
5238.0,1722.0,3040.0,54.0,6932.0,28.0,24.0
