alive_cell_count,decay_cell_count,dead_cell_count,cumulative_rule_count,count_alive_0,count_alive_1,grid_difference
5030.0,0.0,4970.0,1.0,2528.0,2502.0,1650.0
5799.0,0.0,4201.0,10.0,4003.0,1796.0,1039.0
6440.0,0.0,3560.0,14.0,4939.0,1501.0,812.0
6979.0,0.0,3021.0,21.0,5664.0,1315.0,718.0
7430.0,0.0,2570.0,22.0,6223.0,1207.0,650.0
7808.0,0.0,2192.0,25.0,6711.0,1097.0,578.0
8139.0,0.0,1861.0,26.0,7172.0,967.0,503.0
8418.0,0.0,1582.0,28.0,7514.0,904.0,495.0
8656.0,0.0,1344.0,31.0,7789.0,867.0,436.0
8858.0,0.0,1142.0,31.0,8007.0,851.0,423.0
4737.0,4298.0,965.0,31.0,8245.0,790.0,174.0
4251.0,4929.0,820.0,31.0,8392.0,788.0,123.0
3816.0,5478.0,706.0,31.0,8495.0,799.0,75.0
3495.0,5920.0,585.0,32.0,8619.0,796.0,49.0
3212.0,6299.0,489.0,32.0,8716.0,795.0,25.0
2967.0,6607.0,426.0,32.0,8774.0,800.0,26.0
2756.0,6886.0,358.0,32.0,8840.0,802.0,18.0
2570.0,7114.0,316.0,32.0,8874.0,810.0,10.0
2404.0,7310.0,286.0,32.0,8906.0,808.0,10.0
2277.0,7478.0,245.0,32.0,8941.0,814.0,6.0
2160.0,7622.0,218.0,32.0,8970.0,812.0,5.0
2072.0,7738.0,190.0,32.0,8995.0,815.0,5.0
2004.0,7835.0,161.0,32.0,9025.0,814.0,4.0
1926.0,7928.0,146.0,32.0,9036.0,818.0,4.0
1855.0,8010.0,135.0,33.0,9051.0,814.0,4.0
1819.0,8059.0,122.0,33.0,9060.0,818.0,5.0
1775.0,8114.0,111.0,33.0,9076.0,813.0,5.0
1745.0,8150.0,105.0,33.0,9077.0,818.0,5.0
1724.0,8177.0,99.0,33.0,9088.0,813.0,5.0
1689.0,8214.0,97.0,33.0,9085.0,818.0,5.0
1668.0,8239.0,93.0,33.0,9094.0,813.0,5.0
1647.0,8264.0,89.0,33.0,9093.0,818.0,5.0
1625.0,8288.0,87.0,33.0,9100.0,813.0,5.0
1620.0,8298.0,82.0,33.0,9100.0,818.0,5.0
1617.0,8306.0,77.0,33.0,9110.0,813.0,5.0
1173.0,8753.0,74.0,33.0,9108.0,818.0,4.0
1085.0,8844.0,71.0,33.0,9115.0,814.0,2.0
1029.0,8900.0,71.0,33.0,9113.0,816.0,1.0
971.0,8958.0,71.0,33.0,9114.0,815.0,1.0
927.0,9002.0,71.0,33.0,9113.0,816.0,1.0
887.0,9042.0,71.0,33.0,9114.0,815.0,1.0
856.0,9074.0,70.0,33.0,9114.0,816.0,1.0
825.0,9106.0,69.0,33.0,9116.0,815.0,1.0
798.0,9134.0,68.0,33.0,9116.0,816.0,1.0
781.0,9151.0,68.0,33.0,9117.0,815.0,1.0
764.0,9168.0,68.0,33.0,9116.0,816.0,1.0
745.0,9187.0,68.0,33.0,9117.0,815.0,1.0
734.0,9198.0,68.0,33.0,9116.0,816.0,1.0
718.0,9214.0,68.0,33.0,9117.0,815.0,1.0
707.0,9225.0,68.0,33.0,9116.0,816.0,520.0
700.0,4934.0,4366.0,33.0,5338.0,296.0,50.0
957.0,4308.0,4735.0,33.0,5005.0,260.0,49.0
1256.0,3763.0,4981.0,33.0,4806.0,213.0,40.0
1628.0,3325.0,5047.0,35.0,4772.0,181.0,30.0
2030.0,2948.0,5022.0,37.0,4823.0,155.0,21.0
2495.0,2642.0,4863.0,37.0,4997.0,140.0,20.0
2966.0,2365.0,4669.0,37.0,5207.0,124.0,23.0
3457.0,2141.0,4402.0,39.0,5483.0,115.0,23.0
3959.0,1948.0,4093.0,39.0,5807.0,100.0,14.0
4444.0,1782.0,3774.0,40.0,6134.0,92.0,17.0
4730.0,1811.0,3459.0,41.0,6450.0,91.0,24.0
4906.0,1988.0,3106.0,41.0,6815.0,79.0,19.0
4984.0,2216.0,2800.0,41.0,7120.0,80.0,19.0
4948.0,2519.0,2533.0,41.0,7390.0,77.0,18.0
4899.0,2863.0,2238.0,42.0,7679.0,83.0,14.0
4745.0,3300.0,1955.0,43.0,7966.0,79.0,14.0
4524.0,3731.0,1745.0,43.0,8176.0,79.0,7.0
4290.0,4204.0,1506.0,43.0,8418.0,76.0,10.0
3990.0,4698.0,1312.0,43.0,8610.0,78.0,4.0
3681.0,5160.0,1159.0,43.0,8767.0,74.0,5.0
3381.0,5605.0,1014.0,43.0,8909.0,77.0,7.0
3053.0,6059.0,888.0,43.0,9038.0,74.0,5.0
2773.0,6441.0,786.0,43.0,9137.0,77.0,5.0
2496.0,6799.0,705.0,43.0,9219.0,76.0,6.0
2200.0,7171.0,629.0,43.0,9291.0,80.0,39.0
1936.0,7061.0,1003.0,44.0,8956.0,41.0,3.0
1790.0,7242.0,968.0,44.0,8992.0,40.0,4.0
1618.0,7463.0,919.0,44.0,9045.0,36.0,3.0
1500.0,7626.0,874.0,44.0,9093.0,33.0,1.0
1394.0,7774.0,832.0,44.0,9134.0,34.0,1.0
1306.0,7904.0,790.0,44.0,9177.0,33.0,1.0
1229.0,8023.0,748.0,45.0,9218.0,34.0,4.0
1163.0,8117.0,720.0,45.0,9248.0,32.0,3.0
1121.0,8181.0,698.0,45.0,9271.0,31.0,3.0
1071.0,8249.0,680.0,45.0,9290.0,30.0,2.0
935.0,8405.0,660.0,45.0,9310.0,30.0,3.0
825.0,8529.0,646.0,45.0,9323.0,31.0,1.0
736.0,8640.0,624.0,45.0,9346.0,30.0,1.0
632.0,8747.0,621.0,45.0,9348.0,31.0,1.0
559.0,8827.0,614.0,45.0,9356.0,30.0,1.0
488.0,8912.0,600.0,46.0,9369.0,31.0,1.0
421.0,8989.0,590.0,46.0,9380.0,30.0,0.0
371.0,9049.0,580.0,46.0,9390.0,30.0,0.0
325.0,9098.0,577.0,46.0,9393.0,30.0,0.0
295.0,9137.0,568.0,46.0,9402.0,30.0,0.0
253.0,9180.0,567.0,46.0,9403.0,30.0,0.0
230.0,9214.0,556.0,46.0,9414.0,30.0,0.0
198.0,9245.0,557.0,46.0,9413.0,30.0,0.0
180.0,9265.0,555.0,46.0,9415.0,30.0,0.0
166.0,9281.0,553.0,46.0,9417.0,30.0,0.0
143.0,9131.0,726.0,46.0,9244.0,30.0,0.0
127.0,8855.0,1018.0,46.0,8952.0,30.0,0.0
121.0,8545.0,1334.0,46.0,8636.0,30.0,3.0
131.0,8156.0,1713.0,46.0,8260.0,27.0,0.0
132.0,7741.0,2127.0,46.0,7846.0,27.0,2.0
154.0,7257.0,2589.0,46.0,7386.0,25.0,1.0
170.0,6782.0,3048.0,46.0,6928.0,24.0,1.0
199.0,6276.0,3525.0,46.0,6452.0,23.0,1.0
254.0,5759.0,3987.0,46.0,5991.0,22.0,2.0
297.0,5264.0,4439.0,46.0,5541.0,20.0,3.0
354.0,4809.0,4837.0,46.0,5146.0,17.0,3.0
426.0,4339.0,5235.0,46.0,4751.0,14.0,3.0
501.0,3942.0,5557.0,46.0,4432.0,11.0,2.0
587.0,3593.0,5820.0,46.0,4171.0,9.0,3.0
713.0,3225.0,6062.0,46.0,3932.0,6.0,0.0
843.0,2908.0,6249.0,47.0,3745.0,6.0,2.0
996.0,2663.0,6341.0,48.0,3655.0,4.0,1.0
1171.0,2412.0,6417.0,48.0,3578.0,5.0,1.0
1347.0,2242.0,6411.0,48.0,3585.0,4.0,3.0
1577.0,2092.0,6331.0,48.0,3664.0,5.0,2.0
1824.0,1983.0,6193.0,48.0,3804.0,3.0,5.0
2060.0,1902.0,6038.0,49.0,3956.0,6.0,5.0
2277.0,1847.0,5876.0,50.0,4121.0,3.0,8.0
2500.0,1840.0,5660.0,50.0,4333.0,7.0,6.0
2721.0,1862.0,5417.0,53.0,4576.0,7.0,7.0
2951.0,1816.0,5233.0,53.0,4759.0,8.0,8.0
3137.0,1817.0,5046.0,54.0,4946.0,8.0,10.0
3353.0,1854.0,4793.0,57.0,5195.0,12.0,7.0
3599.0,1919.0,4482.0,59.0,5507.0,11.0,8.0
3791.0,2054.0,4155.0,59.0,5832.0,13.0,10.0
3955.0,2211.0,3834.0,59.0,6151.0,15.0,8.0
4077.0,2383.0,3540.0,60.0,6445.0,15.0,13.0
4198.0,2555.0,3247.0,61.0,6733.0,20.0,11.0
4275.0,2758.0,2967.0,62.0,7014.0,19.0,11.0
4313.0,2986.0,2701.0,62.0,7279.0,20.0,14.0
4322.0,3238.0,2440.0,62.0,7538.0,22.0,10.0
4373.0,3460.0,2167.0,62.0,7813.0,20.0,12.0
4293.0,3746.0,1961.0,62.0,8015.0,24.0,10.0
4160.0,4079.0,1761.0,62.0,8215.0,24.0,9.0
4019.0,4414.0,1567.0,62.0,8408.0,25.0,6.0
3858.0,4732.0,1410.0,62.0,8563.0,27.0,7.0
3689.0,5035.0,1276.0,63.0,8698.0,26.0,9.0
3556.0,5302.0,1142.0,63.0,8829.0,29.0,9.0
3436.0,5566.0,998.0,63.0,8976.0,26.0,10.0
3306.0,5814.0,880.0,63.0,9090.0,30.0,11.0
3158.0,6066.0,776.0,63.0,9193.0,31.0,7.0
2994.0,6323.0,683.0,63.0,9287.0,30.0,10.0
2896.0,6522.0,582.0,64.0,9384.0,34.0,10.0
2782.0,6711.0,507.0,64.0,9459.0,34.0,9.0
2655.0,6899.0,446.0,65.0,9523.0,31.0,9.0
2547.0,7051.0,402.0,65.0,9564.0,34.0,8.0
2457.0,7182.0,361.0,65.0,9607.0,32.0,6.0
2348.0,7324.0,328.0,66.0,9640.0,32.0,7.0
2226.0,7461.0,313.0,66.0,9654.0,33.0,4.0
2122.0,7588.0,290.0,66.0,9675.0,35.0,4.0
2009.0,7704.0,287.0,66.0,9680.0,33.0,4.0
1894.0,7810.0,296.0,66.0,9669.0,35.0,3.0
1790.0,7917.0,293.0,67.0,9675.0,32.0,2.0
1703.0,7976.0,321.0,67.0,9645.0,34.0,2.0
1628.0,8034.0,338.0,67.0,9630.0,32.0,2.0
1550.0,8079.0,371.0,67.0,9595.0,34.0,2.0
1493.0,8104.0,403.0,67.0,9565.0,32.0,2.0
1434.0,8120.0,446.0,67.0,9520.0,34.0,2.0
1389.0,8123.0,488.0,67.0,9480.0,32.0,2.0
1373.0,8097.0,530.0,68.0,9436.0,34.0,2.0
1336.0,8055.0,609.0,68.0,9359.0,32.0,2.0
1328.0,7977.0,695.0,69.0,9273.0,32.0,1.0
1301.0,7906.0,793.0,69.0,9176.0,31.0,1.0
1284.0,7798.0,918.0,69.0,9050.0,32.0,1.0
1295.0,7644.0,1061.0,70.0,8908.0,31.0,2.0
1303.0,7479.0,1218.0,70.0,8751.0,31.0,2.0
1348.0,7308.0,1344.0,70.0,8627.0,29.0,4.0
1383.0,7146.0,1471.0,71.0,8502.0,27.0,2.0
1430.0,6970.0,1600.0,71.0,8375.0,25.0,1.0
1499.0,6811.0,1690.0,71.0,8284.0,26.0,4.0
1580.0,6594.0,1826.0,71.0,8152.0,22.0,2.0
1653.0,6435.0,1912.0,71.0,8066.0,22.0,2.0
1739.0,6211.0,2050.0,72.0,7928.0,22.0,2.0
1838.0,5945.0,2217.0,72.0,7761.0,22.0,2.0
1956.0,5704.0,2340.0,73.0,7638.0,22.0,5.0
2074.0,5479.0,2447.0,73.0,7534.0,19.0,9.0
2191.0,5308.0,2501.0,73.0,7479.0,20.0,6.0
2319.0,5156.0,2525.0,74.0,7459.0,16.0,11.0
2457.0,5030.0,2513.0,74.0,7464.0,23.0,11.0
2529.0,4972.0,2499.0,74.0,7477.0,24.0,10.0
2612.0,4898.0,2490.0,76.0,7484.0,26.0,14.0
2695.0,4825.0,2480.0,76.0,7496.0,24.0,16.0
2797.0,4816.0,2387.0,77.0,7583.0,30.0,11.0
2834.0,4837.0,2329.0,78.0,7648.0,23.0,14.0
2877.0,4893.0,2230.0,79.0,7739.0,31.0,18.0
2873.0,4977.0,2150.0,80.0,7823.0,27.0,11.0
2831.0,5114.0,2055.0,80.0,7915.0,30.0,8.0
2771.0,5242.0,1987.0,81.0,7985.0,28.0,9.0
2700.0,5382.0,1918.0,81.0,8049.0,33.0,10.0
2614.0,5525.0,1861.0,82.0,8114.0,25.0,10.0
2545.0,5658.0,1797.0,82.0,8172.0,31.0,10.0
2472.0,5807.0,1721.0,83.0,8248.0,31.0,9.0
2378.0,5976.0,1646.0,84.0,8316.0,38.0,7.0
2297.0,6127.0,1576.0,84.0,8391.0,33.0,8.0
2174.0,6321.0,1505.0,84.0,8462.0,33.0,7.0
2089.0,6465.0,1446.0,84.0,8522.0,32.0,8.0
2009.0,6604.0,1387.0,86.0,8579.0,34.0,6.0
1947.0,6731.0,1322.0,86.0,8646.0,32.0,7.0
1856.0,6863.0,1281.0,86.0,8686.0,33.0,4.0
1789.0,6975.0,1236.0,87.0,8735.0,29.0,3.0
1713.0,7079.0,1208.0,87.0,8760.0,32.0,4.0
1639.0,7209.0,1152.0,88.0,8818.0,30.0,2.0
1558.0,7303.0,1139.0,92.0,8829.0,32.0,2.0
1503.0,7381.0,1116.0,92.0,8854.0,30.0,2.0
1448.0,7449.0,1103.0,92.0,8865.0,32.0,2.0
1398.0,7504.0,1098.0,93.0,8872.0,30.0,1.0
1345.0,7547.0,1108.0,94.0,8861.0,31.0,1.0
1294.0,7594.0,1112.0,95.0,8858.0,30.0,0.0
1287.0,7613.0,1100.0,96.0,8870.0,30.0,0.0
1233.0,7613.0,1154.0,96.0,8816.0,30.0,1.0
1217.0,7628.0,1155.0,96.0,8816.0,29.0,0.0
1175.0,7624.0,1201.0,97.0,8770.0,29.0,0.0
1152.0,7613.0,1235.0,98.0,8736.0,29.0,0.0
1132.0,7606.0,1262.0,98.0,8709.0,29.0,1.0
1127.0,7568.0,1305.0,100.0,8665.0,30.0,1.0
1112.0,7525.0,1363.0,100.0,8608.0,29.0,1.0
1101.0,7434.0,1465.0,100.0,8505.0,30.0,1.0
1109.0,7361.0,1530.0,100.0,8441.0,29.0,1.0
1100.0,7290.0,1610.0,100.0,8360.0,30.0,2.0
1113.0,7132.0,1755.0,100.0,8217.0,28.0,1.0
1130.0,7016.0,1854.0,100.0,8117.0,29.0,2.0
1180.0,6867.0,1953.0,101.0,8020.0,27.0,2.0
1212.0,6729.0,2059.0,101.0,7914.0,27.0,3.0
