alive_cell_count,decay_cell_count,dead_cell_count,cumulative_rule_count,count_alive_0,count_alive_1,grid_difference
4928.0,0.0,5072.0,1.0,2501.0,2427.0,1720.0
5684.0,0.0,4316.0,12.0,3989.0,1695.0,1042.0
6346.0,0.0,3654.0,22.0,4973.0,1373.0,770.0
6920.0,0.0,3080.0,26.0,5737.0,1183.0,661.0
7388.0,0.0,2612.0,26.0,6378.0,1010.0,572.0
7798.0,0.0,2202.0,29.0,6922.0,876.0,449.0
8125.0,0.0,1875.0,29.0,7336.0,789.0,411.0
8408.0,0.0,1592.0,30.0,7672.0,736.0,352.0
8640.0,0.0,1360.0,31.0,7960.0,680.0,311.0
8842.0,0.0,1158.0,32.0,8169.0,673.0,319.0
4811.0,4201.0,988.0,32.0,8402.0,610.0,123.0
4314.0,4838.0,848.0,32.0,8537.0,615.0,60.0
3860.0,5404.0,736.0,33.0,8645.0,619.0,46.0
3493.0,5869.0,638.0,33.0,8735.0,627.0,24.0
3206.0,6250.0,544.0,33.0,8829.0,627.0,18.0
2340.0,7187.0,473.0,33.0,8896.0,631.0,11.0
2041.0,7549.0,410.0,34.0,8958.0,632.0,10.0
1773.0,7860.0,367.0,34.0,8997.0,636.0,8.0
1519.0,8144.0,337.0,34.0,9033.0,630.0,5.0
1298.0,8392.0,310.0,34.0,9055.0,635.0,5.0
1008.0,8709.0,283.0,34.0,9083.0,634.0,5.0
839.0,8897.0,264.0,34.0,9099.0,637.0,4.0
718.0,9038.0,244.0,34.0,9121.0,635.0,2.0
601.0,9166.0,233.0,34.0,9132.0,635.0,0.0
503.0,9273.0,224.0,34.0,9141.0,635.0,0.0
411.0,9371.0,218.0,34.0,9147.0,635.0,0.0
334.0,9452.0,214.0,34.0,9151.0,635.0,0.0
262.0,9526.0,212.0,34.0,9153.0,635.0,0.0
216.0,9574.0,210.0,34.0,9155.0,635.0,0.0
170.0,9620.0,210.0,34.0,9155.0,635.0,0.0
129.0,9662.0,209.0,34.0,9156.0,635.0,0.0
99.0,9693.0,208.0,34.0,9157.0,635.0,0.0
74.0,9718.0,208.0,34.0,9157.0,635.0,0.0
58.0,9734.0,208.0,34.0,9157.0,635.0,0.0
45.0,9748.0,207.0,34.0,9158.0,635.0,0.0
30.0,9763.0,207.0,34.0,9158.0,635.0,0.0
22.0,9771.0,207.0,34.0,9158.0,635.0,0.0
18.0,9775.0,207.0,34.0,9158.0,635.0,0.0
12.0,9781.0,207.0,34.0,9158.0,635.0,0.0
8.0,9785.0,207.0,34.0,9158.0,635.0,0.0
5.0,9788.0,207.0,34.0,9158.0,635.0,0.0
2.0,9791.0,207.0,34.0,9158.0,635.0,0.0
1.0,9792.0,207.0,34.0,9158.0,635.0,0.0
1.0,9792.0,207.0,34.0,9158.0,635.0,0.0
