alive_cell_count,decay_cell_count,dead_cell_count,cumulative_rule_count,count_alive_0,count_alive_1,grid_difference
124959.0,0.0,125041.0,1.0,62485.0,62474.0,43124.0
143520.0,0.0,106480.0,41.0,98276.0,45244.0,27351.0
159590.0,0.0,90410.0,41.0,122551.0,37039.0,21391.0
173162.0,0.0,76838.0,43.0,141212.0,31950.0,18343.0
184708.0,0.0,65292.0,45.0,156035.0,28673.0,16505.0
194541.0,0.0,55459.0,47.0,168527.0,26014.0,14933.0
202837.0,0.0,47163.0,47.0,179180.0,23657.0,13499.0
209961.0,0.0,40039.0,47.0,188143.0,21818.0,12237.0
215926.0,0.0,34074.0,48.0,195595.0,20331.0,11271.0
220926.0,0.0,29074.0,51.0,201722.0,19204.0,10522.0
118452.0,106930.0,24618.0,51.0,207060.0,18322.0,4205.0
90290.0,138678.0,21032.0,55.0,210605.0,18363.0,2064.0
75713.0,156389.0,17898.0,57.0,213463.0,18639.0,1191.0
63920.0,170597.0,15483.0,58.0,215791.0,18726.0,694.0
54220.0,182437.0,13343.0,59.0,217809.0,18848.0,12422.0
45738.0,85732.0,118530.0,61.0,124558.0,6912.0,3572.0
51242.0,62518.0,136240.0,67.0,109960.0,3800.0,1445.0
60028.0,52145.0,137827.0,72.0,109606.0,2567.0,1064.0
70803.0,44085.0,135112.0,78.0,113141.0,1747.0,871.0
82812.0,37496.0,129692.0,83.0,119256.0,1052.0,749.0
95845.0,31816.0,122339.0,94.0,127122.0,539.0,351.0
109270.0,26996.0,113734.0,101.0,135864.0,402.0,314.0
122432.0,22910.0,104658.0,111.0,145016.0,326.0,284.0
134897.0,19305.0,95798.0,126.0,153876.0,326.0,297.0
146760.0,16284.0,86956.0,137.0,162731.0,313.0,273.0
157780.0,13557.0,78663.0,146.0,171037.0,300.0,278.0
157693.0,21648.0,70659.0,152.0,179001.0,340.0,267.0
152840.0,33851.0,63309.0,157.0,186342.0,349.0,247.0
145393.0,48151.0,56456.0,163.0,193196.0,348.0,243.0
136804.0,63003.0,50193.0,166.0,199460.0,347.0,260.0
126622.0,78749.0,44629.0,171.0,205010.0,361.0,257.0
116204.0,84121.0,49675.0,176.0,199989.0,336.0,252.0
107090.0,85220.0,57690.0,181.0,191994.0,316.0,252.0
100387.0,83621.0,65992.0,188.0,183700.0,308.0,276.0
95618.0,80945.0,73437.0,195.0,176243.0,320.0,282.0
93414.0,76412.0,80174.0,203.0,169540.0,286.0,289.0
93261.0,71214.0,85525.0,211.0,164174.0,301.0,291.0
94829.0,65428.0,89743.0,225.0,159979.0,278.0,310.0
98151.0,59827.0,92022.0,230.0,157662.0,316.0,313.0
102775.0,54121.0,93104.0,246.0,156607.0,289.0,333.0
108932.0,48665.0,92403.0,253.0,157273.0,324.0,345.0
115446.0,43600.0,90954.0,266.0,158683.0,363.0,350.0
121731.0,40083.0,88186.0,275.0,161455.0,359.0,389.0
126457.0,38818.0,84725.0,283.0,164865.0,410.0,393.0
129712.0,39571.0,80717.0,291.0,168850.0,433.0,382.0
